task,model,execution_model,role,unit,split,dataset,bundle_path,sha256
T2,CellFlow,CellFlow,method,D350,C2_lodo_D350,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D350.npz,4f20fa21158d70757ac7bbf11d1fa72f6fc0d7ef60267eae26e379257e56004e
T2,CellFlow,CellFlow,method,D351,C2_lodo_D351,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D351.npz,a4c03d03d420ad024b5c40f1882911284aca5b50023012826bb5448edefb638e
T2,CellFlow,CellFlow,method,D352,C2_lodo_D352,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D352.npz,bdf4ae1285e0c1998e66167e941bca39e02c59b0f93a604549f71912383e3531
T2,CellFlow,CellFlow,method,D353,C2_lodo_D353,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D353.npz,0a7381d60bb2692e0fd640babab0b7a5d17683202ecc309cdbc60e3317814ac8
T2,CellFlow,CellFlow,method,D354,C2_lodo_D354,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D354.npz,915aa78a2d3596703febc964d239fbfc47dae62f1971e65ffd1f9cf2733fa28a
T2,CellFlow,CellFlow,method,D355,C2_lodo_D355,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D355.npz,8b5880bd914a557037b18a9c752034ce58291e858a8c0a87ad45df5ee973c8f1
T2,CellFlow,CellFlow,method,D356,C2_lodo_D356,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D356.npz,73ba7f60d537f7ab4aacd1a112848a13bae416b696d4797469026c6b7685bf9a
T2,CellFlow,CellFlow,method,D357,C2_lodo_D357,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D357.npz,464eb76ff670aba18b4a1fc165e80a0511c155170a398946551174ab93476001
T2,CellFlow,CellFlow,method,D358,C2_lodo_D358,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D358.npz,e3c36899fc88ef82a36c4a5024ced76cda44cdebfa8a11157990f594e42d2ca2
T2,CellFlow,CellFlow,method,D359,C2_lodo_D359,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D359.npz,e36c358689d02052c08e963d8e821f52dcb2e3e05cba65028b5165ff8e14f9be
T2,CellFlow,CellFlow,method,D363,C2_lodo_D363,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D363.npz,1444db1df3da094085200edd9109aac648f1e46b4e77a29ecc2c59d346b8a2b2
T2,CellFlow,CellFlow,method,D364,C2_lodo_D364,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D364.npz,1b880da7a093800da349f3d0d0bbdd3b3012a2d01569761f7cd14d0a357641f5
T2,CellFlow,CellFlow,method,D365,C2_lodo_D365,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D365.npz,49c8c334c3294fb388a7e5d727fc82ac496a6bdf207f17c629ecb7410ce8089d
T2,CellFlow,CellFlow,method,D366,C2_lodo_D366,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D366.npz,995549619dd421065863f8dafacf7605fc0cad8995c307a4c611063535c332bd
T2,CellFlow,CellFlow,method,D367,C2_lodo_D367,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D367.npz,1ee3de930bd0b2f7f37eb295a76a76e28e4b1e1e0d77d25e053d0c1fc66b81e3
T2,CellFlow,CellFlow,method,D368,C2_lodo_D368,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D368.npz,97b13ec2189e6725f22f4f8214571bd15dd38e243b89df22679cd17f48f5020b
T2,CellFlow,CellFlow,method,D369,C2_lodo_D369,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D369.npz,ead2e16cbaf2f1e3d8bd2963b45a10d2bf26c1149225d3c7326cd247bba0093d
T2,CellFlow,CellFlow,method,D370,C2_lodo_D370,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D370.npz,100ac010d7cf9411cc1a852ae9b8fc193b4e11448dc0c440df349889e11af724
T2,CellFlow,CellFlow,method,D371,C2_lodo_D371,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D371.npz,1cccbed418fb84fa0691e873184ecadd8a33ec3c9c527745296a86ca2193c5b9
T2,CellFlow,CellFlow,method,D372,C2_lodo_D372,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D372.npz,c5668f239a5daaec165e4d13b0f46cd67ca9661b050e3c26cce11e9839fd35a0
T2,CellFlow,CellFlow,method,D373,C2_lodo_D373,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D373.npz,31465b6f343e02d730344db0dc8bef53219cdefafda1f7c071bed5c1da22a6cd
T2,CellFlow,CellFlow,method,D374,C2_lodo_D374,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D374.npz,8931642ab8ba483674e505c9756b6ba3a5916a610b3a5eb0e5be71ee6542f5d8
T2,CellFlow,CellFlow,method,D378,C2_lodo_D378,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D378.npz,e517fbc9f604eece8632d803ad1e3d2dd5942b9aaf63b72aae3ce78a7d18be40
T2,CellFlow,CellFlow,method,D379,C2_lodo_D379,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D379.npz,378fd623f4953f5fc90b477653d340dbc3541e9876cad4b1f004c6d2d248a6be
T2,CellFlow,CellFlow,method,D380,C2_lodo_D380,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D380.npz,20349de81273724cf285c8c3a89bd8f585e02e518014737830400d34825ebbaf
T2,CellFlow,CellFlow,method,D381,C2_lodo_D381,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D381.npz,c6fcc72574122cc18cbdbdf98baf14f7f13793c1728811ff7e263e205395bd4b
T2,CellFlow,CellFlow,method,D382,C2_lodo_D382,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D382.npz,d2f80b9e0b655a77dceec83651866b9eff6514030fa790b0c2ab4fb56844bd3a
T2,CellFlow,CellFlow,method,D383,C2_lodo_D383,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D383.npz,c0619956e6e5b06b64cac54e8df4f6392d21a89dae338ad1b0c9a4dc4285c4a3
T2,CellFlow,CellFlow,method,D387,C2_lodo_D387,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D387.npz,fab4cf5bab1f5795a50a0064c3dbcf01fbf7f33b6a82b92f6a386a3c3a7123a3
T2,CellFlow,CellFlow,method,D388,C2_lodo_D388,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D388.npz,4a1cab6f84ba78b386fc16fdb162bc92de1532d616d7ce2ad6209844347b53cb
T2,CellFlow,CellFlow,method,D389,C2_lodo_D389,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D389.npz,5d93df8cd82ea052ad855a3f005a4d449e58d53320a3c4afd2adc48566ef872f
T2,CellFlow,CellFlow,method,D390,C2_lodo_D390,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D390.npz,bd1858acb2288cc6d4631acca6053bc4e4fcefb1269b3d50429e16de947748e4
T2,CellFlow,CellFlow,method,D391,C2_lodo_D391,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D391.npz,1b056a14622f3bce5a8564d383bff10a986cb0d1e78bb26576ba6d1b39441e34
T2,CellFlow,CellFlow,method,D392,C2_lodo_D392,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D392.npz,cadfb2a2073765e03a9770f45c6806e28ccea23f00c574fbd7779cdd04deaee0
T2,CellFlow,CellFlow,method,D393,C2_lodo_D393,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D393.npz,b7114502016ce0fd70d1ca6d1c9ac44c30a7662db021825bd7e5965619cc2121
T2,CellFlow,CellFlow,method,D394,C2_lodo_D394,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D394.npz,3b7893ee53b460a6c2ddff277635ab26b3ba365863a8fc31e9188943aacb8b22
T2,CellFlow,CellFlow,method,D395,C2_lodo_D395,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D395.npz,84b808d5f02ac415a150531406f794ff03971519a80faaee364d0888f5bff88c
T2,CellFlow,CellFlow,method,D396,C2_lodo_D396,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D396.npz,8046c9ecb371047c3c32bd0dd6cb0f2e3930974a2cf18b0a822755be14a2cae7
T2,CellFlow,CellFlow,method,D397,C2_lodo_D397,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D397.npz,35e528723b7bad3994636b68b26db18e2526fda57d102f28ae1476ecd1c9a219
T2,CellFlow,CellFlow,method,D398,C2_lodo_D398,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D398.npz,94acae64568cfce0be15ba095ec48c47d7441bfb1823bdc11cf6694b53e318a1
T2,CellFlow,CellFlow,method,D405,C2_lodo_D405,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D405.npz,e5878647cb5cff044aca3cfe3d2dac1cdb177c3b3cd2ecc0b9400651053e71f0
T2,CellFlow,CellFlow,method,D406,C2_lodo_D406,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D406.npz,3476f3409c5d47b97aa2e2a292886f59c130835bd71fae836615d879d75bf698
T2,CellFlow,CellFlow,method,D407,C2_lodo_D407,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D407.npz,36fbcae01ef877ac17ccd29e75116fe053a85757e8f32a4b967ca6312229cc12
T2,CellFlow,CellFlow,method,D408,C2_lodo_D408,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D408.npz,4b4e70cf992c2ac83baf7e5f4d0184e0f4a5e0cd045b86637f2a8c2083f491b7
T2,CellFlow,CellFlow,method,D409,C2_lodo_D409,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D409.npz,da45b8f642fa1c89202990c4a327911af54de17ae92d31ce6ffc94c58d78ad88
T2,CellFlow,CellFlow,method,D410,C2_lodo_D410,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D410.npz,6703ff7dcd30d16982716dcaf1ba6914a638818d8cc06e0edbd0511c398c75f6
T2,CellFlow,CellFlow,method,D411,C2_lodo_D411,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D411.npz,f02db2eaa44a7df4a5b4e3f3e6d819b30bbe8382b1828a173a17f5526c02856d
T2,CellFlow,CellFlow,method,D412,C2_lodo_D412,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D412.npz,f74f2a0a88d1f67eaedcb5ee59d2c27b5cb0a0dd95177cf2e515df041f6b282e
T2,CellFlow,CellFlow,method,D413,C2_lodo_D413,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D413.npz,86b61c8ae98c06178dafc6f176ead22ee491739542680ac6e14db77cb3a8992a
T2,CellFlow,CellFlow,method,D414,C2_lodo_D414,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D414.npz,7b1996059ea59d863ad229a95464e536805617a6f7606db3458bf4d3cf940d6a
T2,CellFlow,CellFlow,method,D415,C2_lodo_D415,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D415.npz,73f3fddf31dec30ca177188e1a4f4b482b3d94c283950715f742c674bdabeabd
T2,CellFlow,CellFlow,method,D416,C2_lodo_D416,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D416.npz,dc9e15c38e92c50a8f15b0b00ceec600ad8570c1e9353bb81c697df7fdfbff67
T2,CellFlow,CellFlow,method,D417,C2_lodo_D417,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D417.npz,f2f1e5234c492121dd1f4592239a6f6bee86bdab22307d05c5b1856fbbc02108
T2,CellFlow,CellFlow,method,D418,C2_lodo_D418,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D418.npz,a08c4b4d1358321cc2e5f9f18f32b952f828e02d68d7c6278795063c6ae2fad9
T2,CellFlow,CellFlow,method,D419,C2_lodo_D419,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D419.npz,e291d6a6d90db0ad5be06a53531a52ac7c7a92c44b3d8462a884a45a3b004b68
T2,CellFlow,CellFlow,method,D420,C2_lodo_D420,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D420.npz,0119862a6c57128536be19785414863a16036d4be1c4fd514191aef2e58826e7
T2,CellFlow,CellFlow,method,D421,C2_lodo_D421,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D421.npz,7d61f225f7b6e692f96609bd8679959d5fb47eb41b29d076efdecf30ca4c3eea
T2,CellFlow,CellFlow,method,D422,C2_lodo_D422,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D422.npz,341609ef870a8345ebc4824d0681ebdf6910fa5bac92b3535ae051353add1127
T2,CellFlow,CellFlow,method,D423,C2_lodo_D423,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D423.npz,97a38ca6b5e9dfbf2e5ebcdbfa9927f89956f89aedff509182c1c2de2bfe9c40
T2,CellFlow,CellFlow,method,D424,C2_lodo_D424,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D424.npz,230fb5f10f49565433aa7848ac42f9f79e72ee8bf750a5f3c0d7eb3e00876679
T2,CellFlow,CellFlow,method,D425,C2_lodo_D425,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D425.npz,c75e424b54ee1c857d57fea915f1f1211f0e3f59e98942213a9c8630e6a88330
T2,CellFlow,CellFlow,method,D426,C2_lodo_D426,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D426.npz,6d4d2deec7411466e44973cc0dc568af079ffadd620bff91f4cfc426d395648d
T2,CellFlow,CellFlow,method,D427,C2_lodo_D427,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D427.npz,241c0cb39956eea06456813d4a80ab3faacec186378ef76a63efca255d0a675c
T2,CellFlow,CellFlow,method,D428,C2_lodo_D428,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D428.npz,7fca1aea939bdf0d94d2ac4184139d586baffadb274cd0b26dce47580a3ef16c
T2,CellFlow,CellFlow,method,D429,C2_lodo_D429,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D429.npz,08b4734f30d997c4009a3bf00d0e51795c3f72d94ba2cc68b33fae0adfc9f115
T2,CellFlow,CellFlow,method,D430,C2_lodo_D430,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D430.npz,ba1d5a39fe661ba17c790a5aec4d44a7a9c55c4cd6e62c658bc9af29f23419ae
T2,CellFlow,CellFlow,method,D431,C2_lodo_D431,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D431.npz,c36549f19b24136fd8d6c67ec8d78e56df6cc2d5e08811cd9affe36aca5cefeb
T2,CellFlow,CellFlow,method,D432,C2_lodo_D432,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D432.npz,8ed3a437bb4185da025106d2bfd1d852396d8c71a951a89c5ada826720847be2
T2,CellFlow,CellFlow,method,D433,C2_lodo_D433,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D433.npz,ccad1169b35d60095527d5ae349b88faf01cbe51aafec8fbc11eda89919a3451
T2,CellFlow,CellFlow,method,D434,C2_lodo_D434,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D434.npz,b63a80cb432ec6133542531eb7134421f68e1dfe27276866e6e0afb383fe7f46
T2,CellFlow,CellFlow,method,D435,C2_lodo_D435,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D435.npz,c495687d1bd34e391f582034fcae5c9ee0ffc274ca257f5ecfb0b9dc94fef075
T2,CellFlow,CellFlow,method,D436,C2_lodo_D436,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D436.npz,aabe65aa52bf6025e0d28745f10a2e61aefb7f868ad3def408c61c2e8ffe79fe
T2,CellFlow,CellFlow,method,D439,C2_lodo_D439,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D439.npz,12f5cdc80f61449b7fbd5f17c644c9b46448e3bc0c4dc05b8f441b16610d33f5
T2,CellFlow,CellFlow,method,D440,C2_lodo_D440,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D440.npz,9b6f266c78bc7fab8fc3e7c03d583bf8b6dad1ddc0794577514a2aae9eacd7e6
T2,CellFlow,CellFlow,method,D441,C2_lodo_D441,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D441.npz,4a75e36f2a418c524e48878662168831e067b8c9b69e957ce688a30e3ebcd4ae
T2,CellFlow,CellFlow,method,D442,C2_lodo_D442,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D442.npz,a672092e317cc011003c1d248ca69948bf0c18971e33d83df99a435dd7a3fa8b
T2,CellFlow,CellFlow,method,D443,C2_lodo_D443,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D443.npz,8a383744e2d9d0f7606967248a2889555356d1ed534d3be2ebb4a0c56b030d38
T2,CellFlow,CellFlow,method,D445,C2_lodo_D445,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D445.npz,1497ffc0fd6ee6e914e1968cb0dfd8419ac0092a34d11487eea84e3d5f867178
T2,CellFlow,CellFlow,method,D446,C2_lodo_D446,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D446.npz,8f216d68624396664be2e7609ce7aa22127c9e667e183dfc9da37e94ee001238
T2,CellFlow,CellFlow,method,D447,C2_lodo_D447,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D447.npz,5f4d15d46675eabfdce8c70f35891ba45fbbdc5854bdbafd35a7d893b1bf352b
T2,CellFlow,CellFlow,method,D448,C2_lodo_D448,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D448.npz,bbf80c362218f2a5cc69e03a21384d9b3849153238df529c2fac1fbd49399172
T2,CellFlow,CellFlow,method,D449,C2_lodo_D449,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D449.npz,851a47ffef7610be04458844aac0394f5ffc2dc14ad385ff7e3c5c05d546199e
T2,CellFlow,CellFlow,method,D450,C2_lodo_D450,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D450.npz,739bf8190a78093e8ea0a915f6d37468375a02178e29d2a38609c409d7dddae4
T2,CellFlow,CellFlow,method,D451,C2_lodo_D451,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D451.npz,dd73a72dc83952a5e88230106fa9d92b33d3999ff9d9480f5b1c79309b6b0c3e
T2,CellFlow,CellFlow,method,D452,C2_lodo_D452,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D452.npz,251bc27f6b0d1fe5d78ed889b6cb0fbc3028ac128d19690e453a6dfddfb3c2a5
T2,CellFlow,CellFlow,method,D453,C2_lodo_D453,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D453.npz,d728080e2f3db82c63bbd520bf2fda884fc9eb076244ebe8568eb16d7d197aba
T2,CellFlow,CellFlow,method,D454,C2_lodo_D454,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D454.npz,f317f6120a42f776b298fcaf5b18c5ecc344c7209b531e317e7e9502c42ffb64
T2,CellFlow,CellFlow,method,D455,C2_lodo_D455,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D455.npz,1ecd5652b926dc8a41426c9deb5aa20d1d247d54b49e6583858adc7b4491de40
T2,CellFlow,CellFlow,method,D456,C2_lodo_D456,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D456.npz,83ef7304554ba0d4de5b797d4d9eec14d579db232c8aa3ef313df01faab3156d
T2,CellFlow,CellFlow,method,D457,C2_lodo_D457,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D457.npz,06afb821970c48a2d1543ce54727a39bd85d0da8080167d5d6abd3ed6965206f
T2,CellFlow,CellFlow,method,D458,C2_lodo_D458,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D458.npz,fd1f55479a1bdec35fcb279a601c3bb78e369552a0549648f27422bb282761e1
T2,CellFlow,CellFlow,method,D459,C2_lodo_D459,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D459.npz,2265bcc99a0ea9723c93fbb51ba3c259d12c902d91d6214860ca1a6845c0018c
T2,CellFlow,CellFlow,method,D460,C2_lodo_D460,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D460.npz,58a367e8696a7ba795ad78e54d4959bed22c23c8ddcff9067a3211dd90d2380a
T2,CellFlow,CellFlow,method,D461,C2_lodo_D461,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D461.npz,3cae83a380912466757dc65a943b372dd7ef9f1a16269738b22529925ae223b7
T2,CellFlow,CellFlow,method,D462,C2_lodo_D462,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D462.npz,98bc3c462e03f774e354c56c9304e8b2b3410b8deaa6cce03f4420d98e45cc59
T2,CellFlow,CellFlow,method,D463,C2_lodo_D463,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D463.npz,4faf440adddbc0d0dd3b44955b7ab80c1a70f819d007ce49047052f0305808e5
T2,CellFlow,CellFlow,method,D464,C2_lodo_D464,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D464.npz,3db7edb61ae08174c7272f19a649018bbdc9caec61e6ace1c2529190e5014415
T2,CellFlow,CellFlow,method,D465,C2_lodo_D465,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D465.npz,b1b419547064a3c740d0575592f71949b9105318078cc600ea518d1f75a4be27
T2,CellFlow,CellFlow,method,D466,C2_lodo_D466,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D466.npz,93a1c7bd18f1c6f53057ad86b25d6751016b7d8fb0cfe1268869a8deeaa0af6e
T2,CellFlow,CellFlow,method,D481,C2_lodo_D481,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D481.npz,d8145ea1d9993e41bdcf04c7fb2d10e0aa440bce2e2612096ff6874572055927
T2,CellFlow,CellFlow,method,D482,C2_lodo_D482,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D482.npz,20c2f617b033ac63843b9fe97a9a5b664aca18131f011ae5cfb917683686fcea
T2,CellFlow,CellFlow,method,D483,C2_lodo_D483,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D483.npz,af2d6ee1f8133613fb71c91cddae23f45adf7f9ca98f6c878aed67244be97583
T2,CellFlow,CellFlow,method,D484,C2_lodo_D484,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D484.npz,0a983de4eb6262454fbf16ee92cec64170f34a8fa6806a74e985b42f9dc3d0db
T2,CellFlow,CellFlow,method,D485,C2_lodo_D485,None,predictions/C2_metric_aligned/C2_LODO__CellFlow__C2_lodo_D485.npz,3db1e653e60c925766a840411718fdf08585a6af13f94b1779466d429b54df52
T2,CPA,CPA,method,D348,C2_lodo_D348,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D348.npz,0aa6089aebf747519e915941156f782c7d2089e82f50f727f3cdaedb21644292
T2,CPA,CPA,method,D349,C2_lodo_D349,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D349.npz,b3f66e731ca0ab667bf2b7afa8680d6b6ebd51a97df8409587174a8bd27af489
T2,CPA,CPA,method,D350,C2_lodo_D350,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D350.npz,1d569c5844acf15f3f099a074ecd7a16178b221502ca04f9ad303b8618c494e6
T2,CPA,CPA,method,D351,C2_lodo_D351,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D351.npz,0d9976b45295c76b3eec223fa8509891e2299ee068e10427faa098b77b7e0404
T2,CPA,CPA,method,D352,C2_lodo_D352,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D352.npz,c7915968c88102b6ecfadd8c644aff4f706d2f3f6f433476fb47f5bd24e19426
T2,CPA,CPA,method,D353,C2_lodo_D353,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D353.npz,5b7629403d2c1dfe827b45819ad7765928a46e1fc8c4b82a196b2e94325a06c2
T2,CPA,CPA,method,D354,C2_lodo_D354,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D354.npz,c9dcb7d14e65e2fd2c15803fa1916765a5e4d88112d6e5f70d35d9067e02adcc
T2,CPA,CPA,method,D355,C2_lodo_D355,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D355.npz,2b7199f8852b93db28ef91569096ac2ec1c3ff5cdb47c0f7d3fe1b6592ee61cf
T2,CPA,CPA,method,D356,C2_lodo_D356,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D356.npz,3afcebbd8b428f67eafdcc22aad026b6c1fa6229add5dd17d22c1c9a824c2d8b
T2,CPA,CPA,method,D357,C2_lodo_D357,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D357.npz,5dbae2426ee0bd006e17ce6c75ee80f840898e984062ce3afdc1e808bc8d7493
T2,CPA,CPA,method,D358,C2_lodo_D358,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D358.npz,c90fadc9e4e2245d43009cbb5643f1daaa35fbbd024a307e6d8ffae12526cf87
T2,CPA,CPA,method,D359,C2_lodo_D359,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D359.npz,0f1ca47ebe91c3e27c5e131faad91cc173e3c3ad9650570b6c1539b69bb0fa5a
T2,CPA,CPA,method,D363,C2_lodo_D363,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D363.npz,06f56e5f6de595714ffe222e73aef7cadc3aa80133056f54229fec6ea981c75d
T2,CPA,CPA,method,D364,C2_lodo_D364,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D364.npz,42f4bda0857ae0c921a7ab354c1096351d53a5f0c1e7d65c2a307b544e525dc2
T2,CPA,CPA,method,D365,C2_lodo_D365,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D365.npz,208bcfe312d39d57920f2039520b8bfee45622055ae160ac1f4bda8c7f6fb34e
T2,CPA,CPA,method,D366,C2_lodo_D366,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D366.npz,1383134cee228759ee3f58ad5c4ad5d03a8565199525a7c9afa33aa3658df33e
T2,CPA,CPA,method,D367,C2_lodo_D367,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D367.npz,4f74ed384ecd210037a43155dc3f8d5d638aa84745f264535b5d99244d8750fe
T2,CPA,CPA,method,D368,C2_lodo_D368,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D368.npz,19a4a50b1edbbcc9016a9f42b0d1801da5d4b54c0faab83599cee765d0478558
T2,CPA,CPA,method,D369,C2_lodo_D369,None,predictions/v2_native/C2_LODO__CPA__C2_lodo_D369.npz,c8d6606669740d54f338f0fd8f9e245ebff2e4af3e83c8f2e61c0e87336e540d
